,case_id,trade_nm,legal_name,street_addr_1_txt,cty_nm,st_cd,zip_cd,case_violtn_cnt,cmp_assd_cnt,ee_violtd_cnt,bw_atp_amt,ee_atp_cnt,findings_start_date,findings_end_date,flsa_violtn_cnt
141584,1710527,Otis Elevator Company,Otis Elevator Company,"651 W. Washington, Suite 1N",Chicago,IL,60661,0,0,0,0,0,2013-09-24,2014-01-07,0
141966,1679274,Solid Remodelers Inc.,Solid Remodelers Inc.,3324 N. New Castle Ave,Chicago,IL,60634,0,0,0,0,0,2012-01-21,2012-12-15,0
142045,1658074,AT&T,AT&T Inc.,311 W Washington,Chicago,IL,60606,0,0,1,0,0,2010-07-01,2012-06-12,0
142428,1483654,"Elgin Sweeping Services, Inc.","Elgin Sweeping Services, Inc.",810 W. Pershing Rd,Chicago,IL,60609,5,0,5,12299.4,5,2006-01-01,2007-08-31,0
142711,1495646,BBD Trucking,"BBD Trucking Co, Inc.",7432 S. South Chicago Avenue,Chicago,IL,60619,25,0,25,17405.88,25,2006-01-01,2007-12-31,0
142877,1402049,Avenue Food Mart,"Avenue Food Mart, Inc",6850 W. Belmont Avenue,Chicago,IL,60634,37,0,36,90706.75,33,2003-03-10,2005-03-06,37
142944,1523138,Charlie's On Webster,Anahita Inc.,1224 W WEBSTER,Chicago,IL,60614,6,0,6,4316.76,6,2006-09-13,2008-08-27,6
143021,1427425,J. Stroger Hosp. of Cook Co.,J. Stroger Hospital of Cook County,1901 W. Harrison,Chicago,IL,60612,0,0,1,0,0,2005-04-01,2005-07-30,0
143355,1597109,Fiesta Cantina,Zitro Enterprise Corporation,3407 N. Clark St.,Chicago,IL,60657,1,0,1,464,1,2008-08-31,2010-08-31,1
143511,1714203,"Home Furniture Design, Inc","Home Furniture Design, INC",5921 W Dickens,Chicago,IL,60639,0,0,0,0,0,2012-01-15,2014-01-14,0
144054,1461055,Dollar Mart #2,Dollar Mart #2 Inc.,451 E. 63rd St,Chicago,IL,60637,3,0,1,1311.46,1,2006-03-12,2006-07-30,3
144801,1499764,"Millennium Security Phase I, Inc.","Millennium Security Phase I, Inc.",11302 S. Michigan Ave Ste 108,Chicago,IL,60628,35,0,34,7271.5,34,2007-07-01,2008-01-15,35
145086,1508629,Moher,"Cliff's on Devon, LLC",5310 W. Devon,Chicago,IL,60654,5,770,5,3105.17,5,2006-11-01,2008-04-01,5
145158,1736790,Taco Burrito King (Greek Town),Taco Burrito King Inc.,811 W. Jackson Blvd.,Chicago,IL,60607,7,0,6,14703.55,6,2012-08-28,2014-08-27,7
145166,1527707,American Society for Clinical Pathology,American Society for Clinical Pathology,33 W. Monroe,Chicago,IL,60603,0,0,1,0,0,2008-01-01,2009-01-08,0
145263,1528869,Cook County Sheriff Dept of Corrections,Cook County Sheriff's Office,2700 S. California Ave,Chicago,IL,60608,0,0,1,0,0,2008-09-28,2008-09-28,0
145743,1560999,"Habilitative Systems, Inc.","Habilitative Systems, Inc.",415 S. Kilpatrick,Chicago,IL,60644,54,2970,54,5439.87,54,2007-11-16,2009-11-15,54
145784,1499843,ASIG/Signature,ASIG/Signature,Midway Airport,Chicago,IL,60638,0,0,1,0,0,2007-09-26,2007-12-12,0
145879,1450065,New Pulaski & Diversey Currency Exchange,New Pulaski & Diversey Currency Exchange,2739 N. Pulaski Rd.,Chicago,IL,60639,2,0,1,0,0,2006-07-05,2006-07-25,0
145890,1684697,City of Chicago Fleet Management,City of Chicago,1685 N. Throop Str,Chicago,IL,60622,1,0,1,0,0,2012-12-27,2013-02-08,0
145971,1485419,Skytech Security,"Skytech Enterprises, Ltd.",2600 S. Michigan Ave,Chicago,IL,60616,285,0,112,239246.27,112,2005-09-30,2007-07-31,0
146148,1750991,Roadsafe Traffic Systems,"Roadsafe Traffic Systems, Inc.",8750 W. Bryn Mawr Ave Ste 400,Chicago,IL,60631,15,0,14,0,0,2013-03-02,2015-03-01,15
146623,1576727,Becker Works,"Becker Works, Ltd.",1046 N Wolcott,Chicago,IL,60622,12,0,10,4993.59,10,2008-07-19,2010-07-18,12
147030,1707324,Plaza Arms Apartments,Central Plaza LLC,501 N. Central Ave,Chicago,IL,60644,1,0,0,0,0,2012-12-01,2013-11-14,1
147240,1521148,GSSC,General Security Services Corporation,230 S. Dearborn St. 3rd Floor,Chicago,IL,60604,187,0,66,47874.53,66,2007-10-01,2009-03-31,0
147329,1636620,A T &T,AT & T,225 W. Randolph,Chicago,IL,60606,0,0,1,0,0,2011-10-01,2012-01-10,0
147389,1605331,International Detective & Protective Services,"International Detective & Protective Svs, LTD",8658 South Cottage Grove,Chicago,IL,60619,2,0,1,2678.76,1,2010-03-21,2012-03-18,2
147667,1701752,Victory Records,"Victory Records, LLC",346 N. Justine St.,Chicago,IL,60607,8,0,7,4793.37,7,2012-01-01,2013-09-01,8
147772,1614029,Reliance Security Services,Reliance Security Services Inc.,3104 West Irving Park Road,Chicago,IL,60618,34,0,33,40613.34,33,2010-04-01,2011-04-16,34
148364,1674809,Bijans Bistro,Bijan Corporation,663 N. State,Chicago,IL,60654,5,0,4,2618.36,4,2011-01-01,2012-12-31,5
148605,1743524,Cassidy Tire and Services,WM J Cassidy Tire & Auto Supply,3235 N. Western Ave,Chicago,IL,60618,2,0,2,253.72,2,2012-11-05,2014-11-03,2
148703,1414595,US Security,US Security Associates Inc,400 N. May St.,Chicago,IL,60622,0,0,0,0,0,2003-10-15,2005-10-01,0
148883,1633696,"State Wide Investigation Services, Inc.","State Wide Investigation Services, Inc",2041 W. Carroll Ave. #221,Chicago,IL,60612,15,0,15,10246.96,15,2010-12-25,2011-11-16,15
148967,1748496,Archer Western/De Maria Joint Venture III,Archer Western/De Maria Joint Venture III,929 West Adams St.,Chicago,IL,60607,0,0,0,0,0,2013-03-07,2015-03-07,0
149000,1485149,"WJ Management, Inc.","WJ Management, Inc.",2459 E. 75Tth Street,Chicago,IL,60649,0,0,0,0,0,2005-07-11,2007-07-10,0
149466,1407624,CTA,CTA,567 W. Lake Street,Chicago,IL,60661,0,0,1,0,0,2005-01-03,2005-01-07,0
149558,1687102,Dental Sunshine,Dental Sunshine Professional Corp,1803 S. Throop St,Chicago,IL,60608,1,0,0,0,0,2011-03-01,2013-03-01,1
149621,1540150,Chris's Bakery,"Chris's Bakery, Inc",3000 W 41st St,Chicago,IL,60632,0,0,0,0,0,2007-04-15,2009-04-12,0
150187,1640877,Renaissance at South Shore,Renaissance at South Shore,2425 E. 71st Street,Chicago,IL,60649,295,62480,295,138074.96,284,2010-03-02,2012-03-01,295
150202,1694425,Newark Electronics,Newark Electronics Corporation,4801 N Ravenswood,Chicago,IL,60640,43,0,42,16915.89,42,2011-05-07,2013-05-03,43
150203,1631506,La Estrella Supermercado,Liam Kate Incorporated,3835 S 26th st,Chicago,IL,60623,13,0,8,15381.66,8,2009-10-04,2011-10-02,13
150230,1732155,ABM Janitorial,"ABM Janitorial Services-North Central, Inc","180 LaSalle, Suite 1700",Chicago,IL,60601,7,0,7,0,0,2012-10-01,2013-02-01,7
150570,1735717,Sunrise Fresh Market 2,"Sunrise Fresh Market 2, Inc.",2722 N. Milwaukee,Chicago,IL,60647,0,0,0,0,0,2012-08-01,2014-07-27,0
150882,1762429,Amigo Insurance - Supermall,"Amigo Insurance Agency, Inc",3115 w 26th st,Chicago,IL,60623,4,0,4,5362.62,4,2013-05-20,2015-05-17,4
150883,1762431,Amigo insurance - 4156 w 26th st,"Amigo Insurance Agency, Inc",4156 w 26th st,Chicago,IL,60623,6,0,6,7835.06,6,2013-05-20,2015-05-17,6
151029,1568445,USPS,United States Postal Service,11560 West Irving Park Road,Chicago,IL,60701,1,0,1,0,0,2009-08-28,2010-02-10,0
151085,1605549,CD Construction,"Creative Design Construction, Inc.",28 E. Jackson Blvd. 10th floor Ste. M54,Chicago,IL,60604,8,0,8,10338.8,8,2010-12-20,2010-12-31,1
151528,1674774,Chicago Transit Authority,Chicago Transit Authority,5419 W. Armstrong,Chicago,IL,60636,0,0,1,0,0,2012-03-05,2013-03-11,0
151540,1677163,Mayfield Healthcare & Rehabilitation Centre,"Mayfield Care Center, Inc.",5905 West Washington Boulevard,Chicago,IL,60644,0,0,0,0,0,2011-01-09,2013-01-06,0
151560,1507922,Gold Star Security,"We're Cleaning Inc., dba Gold Star Security",2628 S. Wabash,Chicago,IL,60609,16,0,15,4037.68,15,2006-03-22,2008-03-21,16
151867,1436678,Nick's Food & Grill,"D and Z of Illinois, Inc.",230 E. 83rd Street,Chicago,IL,60617,2,0,1,1340,1,2005-03-01,2006-02-18,2
151868,1446109,"Spherion, Inc.",SPHERION CORPORATION,1120 S. Lasalle Street,Chicago,IL,60610,0,0,0,0,0,2004-07-15,2006-07-01,0
152461,1667354,B.A. Florist & Nursery Co.,B A Florist & Nursery Co,1000 W Randolph St.,Chicago,IL,60607,0,0,0,0,0,2010-09-01,2012-09-01,0
153085,1673458,A&D Property Services,A&D Property Services,7346 S. Exchange,Chicago,IL,60649,182,0,104,102594.62,104,2011-09-10,2013-09-07,182
153266,1464932,"Kehoe Designs, Inc.","Kehoe Designs Event & Style, Inc.",2108 W. Walnut,Chicago,IL,60612,39,0,39,4685.72,34,2005-09-02,2006-12-22,39
153328,1526892,Imperial Realty,"Imperial Realty, Inc.",4747 W. Petterson Ave.,Chicago,IL,60646,15,0,14,22948.76,14,2006-10-01,2008-09-28,15
153899,1436666,Resurrection Medical Center,Resurrection Medical Center,7435 West Talcott,Chicago,IL,60631,1,0,1,0,0,2005-12-12,2006-02-01,0
153971,1572636,Timmel Inc.,"Timmel, Inc",3847 N. Ridgeway,Chicago,IL,60618,0,0,0,0,0,2008-06-30,2010-06-29,0
154128,1506988,Los Arcos Restaurant,Taqueria La Villita,5525 N. Clark,Chicago,IL,60640,2,187,1,1167.56,1,2006-08-06,2008-03-02,2
154198,1583018,Ricobene's,Ricobenes on 26th street LLC.,252 W. 26th Street,Chicago,IL,60616,1,0,0,0,0,2008-05-11,2010-05-09,1
154504,1528194,Westside Health Authority,Westside Health Authority,4800 W Chicago Ave Suite 2B,Chicago,IL,60651,0,0,1,0,0,2008-09-18,2008-10-20,0
154887,1694428,Habilitative Systems,"Habilitative Systems, Inc",415 South Kilpatrick Avenue,Chicago,IL,60644,49,0,35,127801.48,34,2012-07-01,2013-05-31,49
155038,1521155,Michael Reese Hospital,Michael Reese Hospital & Medical Center,2929 S. Ellis,Chicago,IL,60616,0,0,1,0,0,2008-05-20,2008-08-04,0
155722,1581326,Calahan Funeral Home,Calahan Funeral Home,7030 S. Halsted,Chicago,IL,60621,3,0,3,518.15,3,2008-08-16,2010-08-15,3
156083,1755201,Cook County Government,Cook County Office of the President,118 North Clark,Chicago,IL,60602,8,0,7,22125.18,7,2014-02-01,2016-01-31,8
156327,1483961,CTA,CTA,567 W. Lake St.,Chicago,IL,60654,1,0,1,0,0,2007-02-04,2007-03-05,0
156418,1313076,GSSC,General Security Services Corporation,536 S. Clark St.,Chicago,IL,60606,0,0,1,0,0,2002-09-13,2003-09-04,0
156601,1383737,Illinis Department of Human Services,Illinis Department of Human Services,8001 South Cottage Grove,Chicago,IL,60619,0,0,1,0,0,2005-03-07,2005-03-07,0
156724,1390627,St. Martha Manor,St. Martha Manor Inc.,4621 N. Racine,Chicago,IL,60640,0,0,0,0,0,2003-03-15,2005-03-01,0
156807,1402056,"C & N, Inc.","C & N, Inc.",3949 S. Keeler Ave.,Chicago,IL,60632,31,0,21,51429.72,21,2004-01-01,2005-05-01,31
157095,1472530,Fiesta Mexicana,"Fiesta Mexicana Corp. and Lumats, Inc.",4806 N. Broadway,Chicago,IL,60640,36,0,32,44878.6,32,2006-05-31,2007-06-02,36
157517,1577790,Raj Darbar,"Guru Namak Enterprises, LLC.",2660 N. Halsted,Chicago,IL,60614,1,0,1,268.25,1,2010-02-15,2010-02-24,1
157557,1672060,Chicago Transit Authority,Chicago Transit Authority,5419 West Armstrong,Chicago,IL,60646,0,0,1,0,0,2012-09-05,2012-12-07,0
158067,1534675,Fairmont Care Center,"Fairmont Care Center, Inc.",5061 N. Pulaski,Chicago,IL,60630,0,0,0,0,0,2007-01-30,2009-01-15,0
158136,1644365,Al's Beef,Wriglyville Beef,3420 N. Clark Street,Chicago,IL,60657,4,0,3,4526.53,3,2011-07-01,2012-02-11,4
158435,1469048,Dappers,Dappers East Inc.,2901 W Addison,Chicago,IL,60618,18,0,16,19999.98,16,2005-03-14,2007-03-17,18
159295,1720576,Esperanza Community Services,,520 N. Marshfield,Chicago,IL,60622,0,0,0,0,0,2012-03-02,2014-02-28,0
159297,1658886,Jim's Orginal,JJ's Top Dog,1250 S Union,Chicago,IL,60607,36,0,35,35233,35,2010-10-25,2012-10-07,36
159351,1429908,South Shore Hospital,South Shore Hospital Corporation,8012 S. Crandon Ave.,Chicago,IL,60617,30,0,30,58212.27,30,2004-02-01,2006-01-31,30
159894,1671771,Family Dollar,Family Dollar Inc.,3217 West North Ave.,Chicago,IL,60647,1,0,1,1400,1,2012-09-10,2012-09-24,0
159911,1374137,Harold's Chicken Shack,"CBN, Inc.",11820 S. Western Ave.,Chicago,IL,60643,7,0,7,767.57,7,2004-03-31,2004-11-11,7
159970,1718848,"Echo Global Logistics, Inc.","Echo Global Logistics, Inc.",600 W. Chicago Ave,Chicago,IL,60654,193,0,192,346316.23,171,2012-03-03,2014-06-07,193
159983,1733054,HJ Russell & Company,"HJ Russell & Company, Inc",1324 S Loomis Avenue,Chicago,IL,60608,34,0,33,7883.61,33,2012-07-28,2014-07-26,34
160205,1777811,Dispatch Taxi Affiliation II,"Dispatch Taxi Management, LLC",1325 W Lake St,Chicago,IL,60607,2,46.75,1,1060.8,1,2013-12-23,2015-12-20,2
160304,1538296,GCA Services Group,"GCA Services Group, INC.",5331 West 65th Street,Chicago,IL,60638,0,0,0,0,0,2008-07-27,2009-01-10,0
160564,1534834,Cermak Produce,Sun Fresh Market Inc.,2701 W. North Avenue,Chicago,IL,60647,1,0,0,0,0,2007-02-05,2009-01-26,1
160565,1534835,Chicago Produce,"Chicago Produce, Inc.",3500 W. Lawrence Avenue,Chicago,IL,60625,7,0,6,18722.75,6,2007-02-10,2009-02-09,7
160773,1773031,Chicago Running & Special Events Mgmt,Chicago Running and Special Events Mgmt,2221 W. 43rd St,Chicago,IL,60609,2,0,1,39,1,2013-10-24,2015-10-22,2
160868,1785902,Tenorio Tire Shop (4921 S. Ashland),"Tenorio Tire Shop, Inc.",4921 S. Ashland,Chicago,IL,60609,1,0,0,0,0,2014-02-03,2016-01-31,1
160869,1785903,Tenorio Tire Shop (63rd St.),"Tenorio Tire Shop, Inc.",2548 W. 63rd St.,Chicago,IL,60629,1,0,0,0,0,2014-02-03,2016-01-31,1
161141,1531556,East of Eden Carryout,"East of Edens, Inc.",6350 N. Cicero,Chicago,IL,60646,9,0,9,18093.53,9,2006-12-09,2008-12-08,9
161411,1782487,El Patron,Taqueria La Patroncitos Inc,6832 W Archer,Chicago,IL,60638,0,0,0,0,0,2014-02-01,2016-01-31,0
161596,1755952,Precious Little One's Learning Center 47th,"Precious Little One's Learning Center, Inc.",624 E. 47th St.,Chicago,IL,60653,12,0,11,2004.37,11,2012-11-17,2014-11-15,12
161601,1572494,Titan Masonry,"Titan Masonry, Inc",7045 W. Addison,Chicago,IL,60634,0,0,0,0,0,2008-07-31,2010-07-30,0
161606,1679262,"KMA Holdings, LLC","KMA Holdings VI, Inc",2750 W. Roosevelt Road,Chicago,IL,60608,0,0,0,0,0,2011-11-08,2012-12-31,0
161706,1738543,"Child Link, Inc.","Child Link, Inc.",1100 West Cermak Road,Chicago,IL,60608,0,0,1,0,0,2014-07-14,2014-10-06,0
161787,1538681,Hi-mart,Chicago Food Corp.,5800 N. Pulaski,Chicago,IL,60646,0,0,0,0,0,2007-01-01,2009-01-01,0
161968,1778769,Accenture LLP,Accenture LLP,161 N. Clark,Chicago,IL,60601,0,0,0,0,0,2014-02-03,2016-01-31,0
162069,1791082,Fox & Fox Janitorial Services,Fox & Fox Janitorial Services,2619 E. 74th St,Chicago,IL,60649,0,0,0,0,0,2014-06-02,2016-05-22,0
162246,1634340,San Soo Gab San,Sansoogabson Corp.,5247 N. Western,Chicago,IL,60625,8,0,7,41492.52,7,2009-12-05,2011-12-03,8
162409,1542158,Mayfair Market,"Mayfair Market Place, Inc.",4728 N. Pulaski,Chicago,IL,60630,5,0,4,2286.93,4,2009-02-18,2009-05-07,5
162410,1542161,Cicero Deli,"Cicero Deli, Inc",3206 N. Cicero Avenue,Chicago,IL,60641,1,0,0,0,0,2007-05-31,2009-05-30,1
162689,1588809,Jimmy John's,State & Eight Inc,725 S. State,Chicago,IL,60605,4,0,3,593.69,2,2008-06-15,2010-06-12,4
162744,1346583,Tootsie Roll Industries,"Tootsie Roll Industries, Inc",7401 S. Cicero,Chicago,IL,60652,2,0,1,362.4,1,2002-07-07,2004-07-06,0
162800,1635184,Rocco Ranallis,Rocco's LLC,1925 N Lincoln,Chicago,IL,60614,52,0,51,102961.8,51,2010-02-22,2012-02-19,52
162836,1394679,Guanajuato,Avlis Enterprises Inc.,6040 W. Diversey,Chicago,IL,60639,11,0,10,28369.46,10,2003-02-01,2005-02-05,11
163397,1387556,Chicago Housing Authority Commission,"CHAC, Inc.",1000 South Wabash,Chicago,IL,60605,1,0,1,0,0,2004-10-01,2005-04-20,0
163615,1547250,Montrose Deli,"Montrose Deli, Inc",5555 W Montrose,Chicago,IL,60634,1,0,0,0,0,2007-05-31,2009-05-30,1
163977,1703793,Cricket,SNA Wireless of Belmont INC,7601 S. Cicero,Chicago,IL,60652,6,0,4,257.76,4,2013-04-01,2013-08-20,6
164370,1787192,Tenorio Tire (4041 S. Ashland),"Tenorio Tire Shop, Inc.",4041 S. Ashland,Chicago,IL,60632,1,0,0,0,0,2014-02-03,2016-01-31,1
164561,1395600,E Local LLC,eLocal L.L.C.,"141 W. Jackson, Suite 1080",Chicago,IL,60604,1,0,1,3689.03,1,2003-06-30,2005-01-04,1
164827,1388660,"The Tanner Group, Inc.","The Tanner Group, Inc.",111 W. Jackson Blvd. Suite  #956,Chicago,IL,60604,112,0,112,102418.25,112,2003-02-01,2005-02-15,112
164940,1784030,"Safari Trans, Inc.","Safari Trans, Inc.",5633 N. Kenmore Ave #33,Chicago,IL,60660,0,0,0,0,0,2014-03-26,2016-03-23,0
165238,1532947,City of Chicago Dept of Transportation,City of Chicago,3124 South Sacramento,Chicago,IL,60623,0,0,1,0,0,2008-10-01,2009-01-14,0
165520,1784174,Central Plaza Residential Care Home,B & D Hotel Corporation,321 N. Central Ave,Chicago,IL,60644,0,0,0,0,0,2013-08-11,2016-02-27,0
165521,1784177,Jim's Original,Jim's Original INC.,1250 S. Union,Chicago,IL,60607,0,0,0,0,0,2014-02-23,2016-02-21,0
165840,1494051,Corrib Electric,Corrib Electrical Contractors Inc.,6061 N Lucerne,Chicago,IL,60646,6,0,5,22836.8,5,2005-11-07,2007-11-04,6
165894,1381433,SBC,"Southwestern Bell Communications, Inc.",2401 West Grace Street,Chicago,IL,60618,0,0,1,0,0,2004-11-01,2005-02-01,0
165974,1549509,U. S. Security Associates,U. S. Security Associates,"400 N. May St., Apt. 304",Chicago,IL,60641,0,0,1,0,0,2009-02-01,2009-02-14,0
166202,1728384,"Golden Dragon Fortune Cookie, Co.","Golden Dragon Fortune Cookie, Co.",2323 S. Archer Ave.,Chicago,IL,60616,12,0,10,2985.67,10,2012-04-29,2014-04-26,12
166319,1727042,Pomex Construction,"Pomex Construction, Inc.",2428 W. Polk Ave,Chicago,IL,60612,0,0,0,0,0,2013-10-29,2013-10-31,0
166406,1705771,"Envoy Air, Inc.","Envoy Air, Inc.",O'Hare International Airport,Chicago,IL,60666,4,0,1,0,0,2013-04-25,2014-12-01,1
166448,1540086,"Oakley, Inc.",Oakley Sales Corporation,835 North Michigan Avenue,Chicago,IL,60611,1,0,1,9000,1,2009-02-02,2009-06-16,0
166465,1540179,Jewish Vocational Service,Jewish Vocational Service and Employment Cent,216 N. Jackson Blvd,Chicago,IL,60606,0,0,0,0,0,2007-04-01,2009-03-31,0
166775,1547468,Star Detective & Security Agency,"Star Detective & Security Agency, Inc.",813 E. 75th St.,Chicago,IL,60619,23,5060,23,22560.59,23,2008-01-05,2009-07-04,23
166894,1557183,Draper and Kramer Inc,"Draper and Kramer, Inc",33 West Monroe St.,Chicago,IL,60603,19,0,1,0,0,2009-01-01,2009-12-01,0
167069,1574942,"Avenue Food Mart, Inc.","Avenue Food Mart, Inc.",6850 W. Belmont Avenue,Chicago,IL,60634,67,12529,67,23519.28,67,2008-02-29,2010-02-28,67
167586,1567132,Gulf Coast Masonry,Gulf Coast Masonry LLC,955 W. Carmen Avenue,Chicago,IL,60640,17,0,17,31383.75,17,2009-03-29,2010-01-10,17
167834,1531323,Tasty Buffet,TASTY RESTAURANT INC.,3556 E. 118th Street,Chicago,IL,60617,6,0,5,11523.84,5,2006-12-10,2008-11-30,6
167869,1539297,Rail Terminal Service,"Rail Terminal Service, LLC",3526 W. 43rd St,Chicago,IL,60632,2,0,1,0,0,2008-12-01,2009-09-18,0
168140,1563911,R&L Carriers,"R & L Carrier Shared Services, LLC",4359 West 36th Street,Chicago,IL,60632,0,0,1,0,0,2009-04-23,2010-07-13,0
168141,1563918,Jiffy Lube,"BJKJ Enterprises, LLC",6901 S. Pulaski,Chicago,IL,60629,6,0,5,292.34,5,2008-06-04,2009-10-15,6
168142,1563919,Jiffy Lube,"BJKJ Enterprises, LLC",6600 W. Archer Ave.,Chicago,IL,60638,8,0,7,303.16,7,2008-06-04,2009-10-15,8
168195,1571320,Eason Environmental,"Eason Environmental Services, Inc.",12056 S. Union Avenue,Chicago,IL,60628,2,0,1,1519.08,1,2009-05-04,2009-06-07,0
168196,1571321,Russell's Welding and Manufacturing,Russell Sutherland,6028 S. Perry Avenue,Chicago,IL,60621,6,0,3,13624.82,3,2009-11-08,2010-01-24,0
168198,1571323,Maxwell Services,"Maxwell Services, Inc.",3130 S. Kolin Avenue,Chicago,IL,60623,12,0,12,25785.08,12,2009-07-11,2010-01-02,0
168226,1575857,"BMC Builders, Inc.","BMC Builders, Inc.",3421 w. Armitage,Chicago,IL,60647,0,0,0,0,0,2008-05-01,2010-05-01,0
168556,1551395,"R&L Carriers, Inc.","R&L Carriers Shared Services, LLC",4359 West 36th Street,Chicago,IL,60632,1,0,1,0,0,2009-02-17,2009-09-16,0
168623,1568360,Northwestern Memorial Hospital,Northwestern Memorial Hospital,250 E. Superior St,Chicago,IL,60611,0,0,1,0,0,2009-08-24,2010-06-08,0
168685,1560761,Zuniga Plumbing,Zuniga Plumbing Inc,2536 S Millard,Chicago,IL,60622,0,0,0,0,0,2007-11-14,2009-11-13,0
168686,1560766,Demos Painting and Decorating Inc.,"Demos Painting & Decorating, Inc.",1730 W. Belmont Ave.,Chicago,IL,60657,5,0,4,14246.97,4,2007-10-18,2009-10-17,5
168814,1576191,City of Chicago OEMS,City of Chicago OEMS,1411 W. Madison,Chicago,IL,60607,0,0,1,0,0,2008-09-01,2010-08-31,0
169683,1510343,Mancillas Construction,Mancillas Construction,2945 S. Princeton Ave.,Chicago,IL,60610,1,0,1,5293.69,1,2007-11-03,2008-03-15,0
169729,1551822,"Midamerica Logistics, Inc","Midamerica Logistics, Inc",5240 W 47th,Chicago,IL,60638,1,0,1,306,1,2009-01-01,2009-08-01,1
169826,1561099,A Regency Transportation,A. Regency Transportation Corporation,9910 S Normal Ave,Chicago,IL,60628,0,0,0,0,0,2007-10-31,2009-10-30,0
170007,1585453,Illinois Student Transportation Inc.,Illinois Student Transportation Inc.,459 N. Pulaski,Chicago,IL,60624,0,0,1,0,0,2008-08-25,2010-08-22,0
170154,1534043,Chicago Chop House,"Chicago Chop House, Inc.",60 W. Ontario Street,Chicago,IL,60654,91,0,56,31580.72,56,2008-11-01,2009-01-18,91
170230,1545148,"Omar Distributors, Inc.","Omar Distibutors, Inc",3101 W. 47th Street,Chicago,IL,60632,10,0,8,10502.36,8,2007-04-05,2009-04-04,10
170241,1545239,Cook County Office of State Attorney,Cook County Office of State Attorney,69 W. Washington,Chicago,IL,60602,7,0,7,94721.87,6,2007-06-01,2009-06-01,7
170310,1552075,Wilmette Real Estate & Management-Chicago,"WR Property Management, LLC.",1100 N. LaSalle,Chicago,IL,60610,0,0,0,0,0,2007-06-01,2009-05-30,0
170326,1552176,Farmerie 58,Republic Restaurant Corporation,58 E. Ontario,Chicago,IL,60611,6,0,5,58295.08,5,2007-09-09,2009-08-30,6
171115,1572758,United Airlines,"United Airlines, Inc.",77 West Wacker Drive,Chicago,IL,60601,0,0,1,0,0,2009-01-01,2010-03-29,0
171260,1493888,"Meranjil Landscape, Corporation",Meranjil Landscaping II Inc.,333 N. Michigan Ave,Chicago,IL,60601,38,0,31,31222.45,27,2006-01-06,2007-10-05,38
171311,1535043,Omar Discount Center,Omar Distributors Inc.,3247 W 47th Street,Chicago,IL,60632,17,0,11,24003.7,11,2007-04-05,2009-04-04,17
